household_id,no_of_household_members,any_constructions_or_renovations_in_the_household
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0026,5,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0027,6,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0028,4,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0029,3,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0030,4,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0031,3,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0032,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0033,4,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0034,8,No
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0035,6,Yes
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0036,4,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0037,1,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0038,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0039,3,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0040,4,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0041,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0042,2,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0043,3,No
ID0044,1,No
ID0044,1,No
ID0044,1,No
ID0044,1,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0045,3,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0046,4,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0047,3,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0048,5,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0049,8,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0050,6,No
ID0051,1,No
ID0051,1,No
ID0051,1,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0052,4,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0053,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0054,5,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0055,3,No
ID0056,1,No
ID0056,1,No
ID0056,1,No
ID0056,1,No
ID0056,1,No
ID0056,1,No
ID0056,1,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0057,5,No
ID0058,1,No
ID0058,1,No
ID0058,1,No
ID0058,1,No
ID0058,1,No
ID0058,1,No
ID0058,1,No
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0059,2,Yes
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0060,5,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0061,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0062,3,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
ID0063,5,No
